income,C50_PV,C50_prob1,rf_PV,rf_prob1
<=50K,<=50K,0.223917476691331,<=50K,0.15
>50K,>50K,0.595706978359167,>50K,0.516
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.688
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.952
<=50K,<=50K,0.223917476691331,<=50K,0.094
<=50K,<=50K,0.223917476691331,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.054
>50K,>50K,0.705533577111178,>50K,0.97
<=50K,<=50K,0.223917476691331,<=50K,0.246
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.914
>50K,<=50K,0.0515902504944718,<=50K,0.2
>50K,<=50K,0.0515902504944718,>50K,0.888
<=50K,<=50K,0.109654230217064,<=50K,0.132
>50K,>50K,0.532826714195455,>50K,0.928
>50K,>50K,0.705533577111178,>50K,0.914
<=50K,<=50K,0.223917476691331,<=50K,0.008
>50K,>50K,0.705533577111178,>50K,0.93
<=50K,<=50K,0.390631397342524,<=50K,0.142
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.109654230217064,<=50K,0.004
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.142
<=50K,<=50K,0.0515902504944718,<=50K,0.138
>50K,>50K,0.98591203818769,>50K,0.992
<=50K,>50K,0.705533577111178,<=50K,0.44
<=50K,<=50K,0.183296057386182,<=50K,0.232
<=50K,<=50K,0.390631397342524,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.223917476691331,<=50K,0.03
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.766
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.082
>50K,>50K,0.705533577111178,>50K,0.99
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.212
<=50K,>50K,0.595706978359167,>50K,0.658
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.22
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.018
>50K,<=50K,0.0515902504944718,>50K,0.882
>50K,<=50K,0.419935791952983,>50K,0.762
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.08
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.004
>50K,<=50K,0.0515902504944718,<=50K,0.39
<=50K,<=50K,0.109654230217064,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.992
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.118
<=50K,<=50K,0.109654230217064,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.595706978359167,>50K,0.866
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,>50K,0.632
<=50K,<=50K,0.109654230217064,<=50K,0.046
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.066
<=50K,>50K,0.595706978359167,>50K,0.57
<=50K,<=50K,0.390631397342524,<=50K,0.032
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.116
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.948
<=50K,>50K,0.705533577111178,<=50K,0.086
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.348
<=50K,<=50K,0.390631397342524,<=50K,0.048
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.072
>50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.992
<=50K,<=50K,0.109654230217064,<=50K,0.018
>50K,<=50K,0.0515902504944718,>50K,0.878
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.419935791952983,<=50K,0.19
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.04
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,<=50K,0.22
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.298
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.806
>50K,<=50K,0.390631397342524,<=50K,0.02
>50K,>50K,0.595706978359167,>50K,0.942
<=50K,<=50K,0.419935791952983,<=50K,0.254
<=50K,<=50K,0.282552450465376,<=50K,0.116
<=50K,<=50K,0.0515902504944718,<=50K,0.024
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.054
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.674
<=50K,<=50K,0.0515902504944718,<=50K,0.03
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.006
<=50K,<=50K,0.223917476691331,<=50K,0.092
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.09
<=50K,<=50K,0.0515902504944718,<=50K,0.138
>50K,<=50K,0.223917476691331,<=50K,0.232
>50K,<=50K,0.419935791952983,<=50K,0.37
>50K,<=50K,0.419935791952983,<=50K,0.362
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.98
>50K,>50K,0.705533577111178,>50K,0.954
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.532826714195455,<=50K,0.202
<=50K,<=50K,0.223917476691331,<=50K,0.028
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.282552450465376,<=50K,0.138
>50K,<=50K,0.390631397342524,<=50K,0.042
<=50K,>50K,0.705533577111178,<=50K,0.314
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.904
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.595706978359167,<=50K,0.196
<=50K,<=50K,0.0515902504944718,<=50K,0.106
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.109654230217064,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0.058
<=50K,>50K,0.705533577111178,>50K,0.592
<=50K,<=50K,0.0515902504944718,<=50K,0.016
<=50K,<=50K,0.390631397342524,<=50K,0.098
<=50K,<=50K,0.282552450465376,<=50K,0.106
<=50K,<=50K,0.223917476691331,<=50K,0.006
>50K,<=50K,0.223917476691331,<=50K,0.032
>50K,>50K,0.532826714195455,<=50K,0.44
<=50K,<=50K,0.0515902504944718,<=50K,0.088
>50K,>50K,0.705533577111178,>50K,0.784
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.118
>50K,<=50K,0.390631397342524,>50K,0.77
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.984
>50K,>50K,0.705533577111178,>50K,0.984
<=50K,<=50K,0.390631397342524,<=50K,0.41
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.282552450465376,<=50K,0.166
<=50K,<=50K,0.390631397342524,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.71
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.71
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.109654230217064,<=50K,0.05
<=50K,<=50K,0.223917476691331,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.282552450465376,<=50K,0.206
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.41931841562468,>50K,0.72
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,>50K,0.595706978359167,>50K,0.636
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.46
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.26
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.109654230217064,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.094
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.27
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.595706978359167,>50K,0.896
<=50K,<=50K,0.390631397342524,<=50K,0.14
>50K,>50K,0.705533577111178,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0.042
<=50K,<=50K,0.419935791952983,>50K,0.7
<=50K,>50K,0.595706978359167,>50K,0.786
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.142
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.04
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.93
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.026
<=50K,<=50K,0.0515902504944718,<=50K,0.144
<=50K,<=50K,0.223917476691331,<=50K,0.03
<=50K,<=50K,0.183296057386182,<=50K,0.172
<=50K,<=50K,0.0515902504944718,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.0515902504944718,<=50K,0.5
>50K,<=50K,0.390631397342524,<=50K,0.332
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.332
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.223917476691331,<=50K,0
>50K,>50K,0.595706978359167,>50K,0.742
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.05
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.41
>50K,<=50K,0.223917476691331,>50K,0.522
>50K,>50K,0.705533577111178,>50K,0.962
>50K,>50K,0.98591203818769,>50K,0.996
>50K,<=50K,0.390631397342524,<=50K,0.188
>50K,>50K,0.705533577111178,>50K,0.99
<=50K,<=50K,0.0515902504944718,<=50K,0.12
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.108
>50K,<=50K,0.390631397342524,<=50K,0.092
>50K,>50K,0.705533577111178,>50K,0.936
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,>50K,0.726
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.004
>50K,>50K,0.532826714195455,>50K,0.836
>50K,<=50K,0.0515902504944718,>50K,0.798
<=50K,<=50K,0.419935791952983,<=50K,0.278
<=50K,<=50K,0.390631397342524,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.096
>50K,<=50K,0.0515902504944718,>50K,0.774
<=50K,<=50K,0.282552450465376,<=50K,0.208
<=50K,<=50K,0.0515902504944718,<=50K,0.028
>50K,<=50K,0.183296057386182,>50K,0.596
>50K,>50K,0.705533577111178,>50K,0.924
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.026
<=50K,<=50K,0.109654230217064,<=50K,0.01
<=50K,<=50K,0.223917476691331,<=50K,0.12
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.18
<=50K,<=50K,0.390631397342524,<=50K,0.01
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,>50K,0.595706978359167,>50K,0.824
<=50K,<=50K,0.109654230217064,<=50K,0.136
>50K,<=50K,0.223917476691331,<=50K,0.238
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.532826714195455,>50K,0.56
>50K,<=50K,0.419935791952983,<=50K,0.358
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.49
>50K,>50K,0.705533577111178,>50K,0.876
<=50K,<=50K,0.0515902504944718,<=50K,0.126
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.78
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,<=50K,0.0515902504944718,<=50K,0.122
<=50K,<=50K,0.390631397342524,<=50K,0.406
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.054
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,>50K,0.705533577111178,>50K,0.862
<=50K,<=50K,0.0515902504944718,<=50K,0.128
<=50K,>50K,0.705533577111178,<=50K,0.146
>50K,>50K,0.595706978359167,>50K,0.822
>50K,<=50K,0.0515902504944718,>50K,0.862
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.1
<=50K,<=50K,0.0515902504944718,<=50K,0.224
>50K,>50K,0.705533577111178,>50K,0.994
>50K,<=50K,0.390631397342524,<=50K,0.048
<=50K,<=50K,0.0515902504944718,<=50K,0.044
<=50K,<=50K,0.390631397342524,<=50K,0.07
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.109654230217064,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,<=50K,0.223917476691331,>50K,0.878
<=50K,<=50K,0.109654230217064,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.014
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.390631397342524,>50K,0.542
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.812
<=50K,<=50K,0.223917476691331,<=50K,0.01
<=50K,<=50K,0.282552450465376,<=50K,0.114
<=50K,<=50K,0.0515902504944718,<=50K,0.196
>50K,>50K,0.532826714195455,>50K,0.87
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.282552450465376,<=50K,0.144
<=50K,>50K,0.595706978359167,>50K,0.568
>50K,<=50K,0.223917476691331,<=50K,0.098
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.390631397342524,<=50K,0.47
<=50K,<=50K,0.390631397342524,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.390631397342524,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0.114
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.06
>50K,>50K,0.705533577111178,>50K,0.986
<=50K,<=50K,0.0515902504944718,<=50K,0.098
<=50K,<=50K,0.0515902504944718,<=50K,0.04
<=50K,<=50K,0.0515902504944718,<=50K,0.152
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.906
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.41931841562468,>50K,0.96
<=50K,<=50K,0.0515902504944718,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.282552450465376,<=50K,0.124
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.966
>50K,>50K,0.705533577111178,>50K,0.93
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.183296057386182,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.018
>50K,<=50K,0.223917476691331,>50K,0.982
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
>50K,>50K,0.705533577111178,>50K,0.96
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,<=50K,0.223917476691331,>50K,0.51
<=50K,<=50K,0.109654230217064,<=50K,0.11
>50K,>50K,0.705533577111178,>50K,0.854
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.109654230217064,<=50K,0.096
>50K,<=50K,0.0515902504944718,>50K,0.942
>50K,<=50K,0.0515902504944718,<=50K,0.498
<=50K,<=50K,0.0515902504944718,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0.004
>50K,>50K,0.705533577111178,>50K,0.77
<=50K,<=50K,0.0515902504944718,<=50K,0.03
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.428
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.886
<=50K,<=50K,0.223917476691331,<=50K,0.022
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.705533577111178,>50K,0.968
>50K,<=50K,0.390631397342524,>50K,0.638
>50K,>50K,0.705533577111178,>50K,0.772
<=50K,>50K,0.705533577111178,>50K,0.838
<=50K,<=50K,0.223917476691331,<=50K,0.036
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.11
>50K,>50K,0.532826714195455,>50K,0.906
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.026
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.052
<=50K,<=50K,0.390631397342524,<=50K,0.008
>50K,>50K,0.98591203818769,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.016
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.0515902504944718,<=50K,0.28
>50K,>50K,0.98591203818769,>50K,0.99
<=50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.183296057386182,<=50K,0.09
>50K,>50K,0.98591203818769,>50K,0.996
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.109654230217064,<=50K,0.052
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,<=50K,0.390631397342524,>50K,0.5
<=50K,<=50K,0.390631397342524,<=50K,0.386
>50K,<=50K,0.183296057386182,<=50K,0.278
<=50K,<=50K,0.0515902504944718,<=50K,0.41
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.012
<=50K,<=50K,0.419935791952983,<=50K,0.078
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.998
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.223917476691331,<=50K,0.106
>50K,>50K,0.595706978359167,>50K,0.804
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.705533577111178,>50K,0.966
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.994
<=50K,<=50K,0.0515902504944718,<=50K,0.03
>50K,>50K,0.705533577111178,>50K,0.998
>50K,>50K,0.705533577111178,>50K,0.992
<=50K,<=50K,0.0515902504944718,<=50K,0.002
<=50K,<=50K,0.109654230217064,<=50K,0.008
<=50K,<=50K,0.0515902504944718,<=50K,0.01
>50K,>50K,0.98591203818769,>50K,1
<=50K,<=50K,0.183296057386182,<=50K,0.004
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,>50K,0.532826714195455,>50K,0.682
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.072
<=50K,<=50K,0.390631397342524,<=50K,0.042
<=50K,>50K,0.532826714195455,<=50K,0.478
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.69
<=50K,>50K,0.705533577111178,<=50K,0.308
>50K,>50K,0.705533577111178,>50K,0.85
>50K,<=50K,0.223917476691331,<=50K,0
<=50K,<=50K,0.390631397342524,<=50K,0.072
<=50K,<=50K,0.0515902504944718,<=50K,0.052
<=50K,<=50K,0.282552450465376,<=50K,0.048
<=50K,<=50K,0.183296057386182,<=50K,0.012
<=50K,<=50K,0.0515902504944718,<=50K,0.028
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,>50K,0.705533577111178,>50K,0.954
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.419935791952983,<=50K,0.11
>50K,>50K,0.705533577111178,>50K,0.98
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0.046
<=50K,<=50K,0.0515902504944718,<=50K,0.002
>50K,<=50K,0.109654230217064,<=50K,0.346
<=50K,<=50K,0.0515902504944718,<=50K,0.006
<=50K,<=50K,0.223917476691331,<=50K,0.062
<=50K,<=50K,0.0515902504944718,<=50K,0.018
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.41931841562468,<=50K,0.018
>50K,>50K,0.705533577111178,>50K,0.986
<=50K,<=50K,0.0515902504944718,<=50K,0.016
>50K,>50K,0.98591203818769,>50K,0.956
>50K,<=50K,0.0515902504944718,<=50K,0.04
<=50K,<=50K,0.0515902504944718,<=50K,0
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.992
>50K,>50K,0.532826714195455,>50K,0.616
<=50K,<=50K,0.0515902504944718,<=50K,0
>50K,>50K,0.705533577111178,>50K,0.982
